directory,converged,nllf,aic,bic,chisquare,chisquare p-value,n_observations,effect size,chisquare(e),chisquare(e) p-value,chisquare(e) power,n_components,mu0,kappa0,prob0,mu1,kappa1,prob1,number of files,filenames
177_09,1,1080912.6505965225,2161835.301193045,2161851.2659772993,1273.5228880618397,1.8993680196400387e-166,232540.12139999995,0.074600538776546599,1386.0769305493004,0.88012065068630319,1.0,2,86.47339003202787,3.319743281017319,0.6213220530152292,101.24999314841483,1.082887347798198,0.3786779469847708,4,"P0025_orientationJ_ImageJ.txt, P0176_orientationJ_ImageJ.txt, P0175_orientationJ_ImageJ.txt, P0026_orientationJ_ImageJ.txt"
180_09,1,1446218.6474271086,2892447.2948542172,2892463.2596384715,343.81075502098207,3.0866458659067404e-13,321032.91080000025,0.04099070260759366,531.04009896979937,0.99997150907320465,1.0,2,80.56036301350203,0.614839887251654,0.09781129122417351,90.31135598072356,2.878570555933034,0.9021887087758265,4,"P0028_orientationJ_ImageJ.txt, P0027_orientationJ_ImageJ.txt, P0018_orientationJ_ImageJ.txt, P0017_orientationJ_ImageJ.txt"
183_09,1,1142063.5456476002,2284137.0912952004,2284153.0560794547,2598.1817869233896,0.0,226218.98880000002,0.10998449103810795,2635.3276994374692,0.99646414276699846,1.0,2,66.84354544750248,7.28384916421091,0.21208424551026991,114.36348299824598,0.7605524546410982,0.78791575448973,4,"P0029_orientationJ_ImageJ.txt, P0019_orientationJ_ImageJ.txt, P0020_orientationJ_ImageJ.txt, P0030_orientationJ_ImageJ.txt"
186_09,1,1597000.7582218929,3194011.5164437857,3194027.4812280401,538.32482624385466,7.3666653256133095e-39,352105.01409999985,0.047222747982101687,775.15509507052047,0.99961740087667073,1.0,2,92.55599369930533,0.6237410316584258,0.26577409830542137,92.60343300387981,4.350728529035037,0.7342259016945787,4,"P0022_orientationJ_ImageJ.txt, P0024_orientationJ_ImageJ.txt, P0021_orientationJ_ImageJ.txt, P0023_orientationJ_ImageJ.txt"
189_09,1,2103827.0202497165,4207664.0404994329,4207680.0052836873,1068.2431776302915,2.007939516267946e-128,456764.24890000001,0.053770652957990363,1258.234128918491,0.99959268212387309,1.0,2,64.267684503367,8.476301313665969,0.060065563709897074,84.4623909886648,2.033622010697292,0.9399344362901029,4,"P0032_orientationJ_ImageJ.txt, P0034_orientationJ_ImageJ.txt, P0033_orientationJ_ImageJ.txt, P0031_orientationJ_ImageJ.txt"
192_09,1,1942356.0509117376,3884722.1018234752,3884738.0666077295,299.55752432552595,1.0437497169485138e-08,384617.83920000016,0.029973173035388719,346.6436201527647,0.99999894984237925,1.0,2,94.62477069207331,1.9076754172152264,0.5725647388397465,155.63453527647232,0.3692938161232516,0.4274352611602535,4,"P0035_orientationJ_ImageJ.txt, P0037_orientationJ_ImageJ.txt, P0038_orientationJ_ImageJ.txt, P0036_orientationJ_ImageJ.txt"
195_09,1,1479170.1674142845,2958350.3348285691,2958366.2996128234,414.17062124140256,1.2563656153804584e-21,304810.46040000016,0.039932073918768927,488.32181149188631,0.99996500473723982,1.0,2,88.37316848556061,2.656847174977024,0.3363869482323359,90.63468164995828,0.9897398253477577,0.6636130517676642,4,"P0041_orientationJ_ImageJ.txt, P0039_orientationJ_ImageJ.txt, P0042_orientationJ_ImageJ.txt, P0040_orientationJ_ImageJ.txt"
198_09,1,2335392.4829075425,4670794.965815085,4670810.9305993393,541.01747456143028,2.937134558077966e-39,487631.01830000023,0.037639721486534709,692.51737113179877,0.99959715658554116,1.0,2,77.56125397275719,0.3522495110024253,0.22311150385889128,93.71209922839309,2.193819295828161,0.7768884961411088,4,"P0043_orientationJ_ImageJ.txt, P0045_orientationJ_ImageJ.txt, P0046_orientationJ_ImageJ.txt, P0044_orientationJ_ImageJ.txt"
201_09,1,1718856.3123949498,3437722.6247898997,3437738.589574154,657.72078501642306,2.440444702990718e-57,351429.71530000004,0.04552988752728919,737.44796305957709,0.99909827315411592,1.0,2,91.06219224699599,1.3231425501672576,0.9845606921927526,178.68803812435996,5.109620768419525,0.015439307807247338,4,"P0047_orientationJ_ImageJ.txt, P0048_orientationJ_ImageJ.txt, P0049_orientationJ_ImageJ.txt, P0050_orientationJ_ImageJ.txt"
204_09,1,2318558.4051648742,4637126.8103297483,4637142.7751140026,574.53506602602613,2.6499739364626955e-44,522274.80490000005,0.043094262873614064,966.60584133640828,0.99821029630778946,1.0,2,99.29544913607624,0.9850984607712764,0.2454095257603093,95.43586954933372,4.3749500179037595,0.7545904742396907,4,"P0054_orientationJ_ImageJ.txt, P0052_orientationJ_ImageJ.txt, P0053_orientationJ_ImageJ.txt, P0051_orientationJ_ImageJ.txt"
207_09,1,739689.04986636329,1479388.0997327266,1479404.0645169811,553.14116518874766,4.5569427562306164e-41,158828.84330000001,0.062900440879205502,625.19835073651427,0.99985091258026404,1.0,2,79.46503415474284,0.4741788332919641,0.24405219944066303,89.5051343745399,3.098313820300861,0.755947800559337,4,"P0056_orientationJ_ImageJ.txt, P0057_orientationJ_ImageJ.txt, P0058_orientationJ_ImageJ.txt, P0055_orientationJ_ImageJ.txt"
210_09,1,686474.61880135851,1372959.237602717,1372975.2023869716,471.50673813646631,2.8585387438503768e-29,145697.3995,0.058867351386903945,523.4240860689232,0.99977810669821299,1.0,2,80.16075454478803,8.823726075090272,0.12327111690973444,104.11034410937926,1.6961545179633761,0.8767288830902655,4,"P0061_orientationJ_ImageJ.txt, P0062_orientationJ_ImageJ.txt, P0059_orientationJ_ImageJ.txt, P0060_orientationJ_ImageJ.txt"
213_09,1,935137.60843478423,1870285.2168695685,1870301.181653823,380.05453306019257,2.1106605875773422e-17,191805.69750000001,0.047696544357525773,427.33379002277638,0.99999651098248088,1.0,2,83.5697513265874,2.057974721647549,0.7540077281195543,131.0004267121968,0.6318205161811024,0.2459922718804457,4,"P0064_orientationJ_ImageJ.txt, P0065_orientationJ_ImageJ.txt, P0063_orientationJ_ImageJ.txt, P0066_orientationJ_ImageJ.txt"
216_09,1,2119768.5431998684,4239547.0863997368,4239563.0511839911,1412.0584028156734,1.1121804109627236e-192,461414.79649999976,0.060129231830001573,1641.9064769943968,0.99399020409708638,1.0,2,92.13433799253936,1.5881174748891833,0.5559951084391962,105.97266679456264,4.113844155191887,0.4440048915608038,4,"P0071_orientationJ_ImageJ.txt, P0069_orientationJ_ImageJ.txt, P0070_orientationJ_ImageJ.txt, P0068_orientationJ_ImageJ.txt"
219_09,1,1891822.1223855119,3783654.2447710237,3783670.2095552781,318.14493300109694,1.5843292929242452e-10,412274.24759999989,0.035595327126322532,516.42079455913427,0.99997237710458353,1.0,2,92.02203526517599,2.3136695503685267,0.9748692305168389,176.3088829853605,1.1447126185947025,0.025130769483161085,4,"P0073_orientationJ_ImageJ.txt, P0075_orientationJ_ImageJ.txt, P0074_orientationJ_ImageJ.txt, P0072_orientationJ_ImageJ.txt"
222_09,1,2028066.4932822089,4056142.9865644178,4056158.9513486722,648.70067758365042,6.8001722396130791e-56,440458.73060000018,0.044964251566677431,890.91657802395525,0.99853339046327616,1.0,2,94.40097159111865,0.6657549918164415,0.2886534524991207,95.79971134633608,3.683559502877876,0.7113465475008792,4,"P0078_orientationJ_ImageJ.txt, P0079_orientationJ_ImageJ.txt, P0077_orientationJ_ImageJ.txt, P0076_orientationJ_ImageJ.txt"
225_09,1,1412668.7300807117,2825347.4601614233,2825363.4249456776,788.34897837730114,5.8023938398628132e-79,288545.67290000006,0.055140036233369931,865.70149701294315,0.9993378074091418,1.0,2,100.35825444556433,3.8747790095362387,0.42973447569570966,114.55743489620605,0.5523035324446242,0.5702655243042903,4,"P0080_orientationJ_ImageJ.txt, P0083_orientationJ_ImageJ.txt, P0082_orientationJ_ImageJ.txt, P0081_orientationJ_ImageJ.txt"
228_09,1,1578157.5685527436,3156325.1371054873,3156341.1018897416,799.99920083099244,6.0249883859505587e-81,320267.95419999992,0.052358535386112126,854.7911481082964,0.99968373229552443,1.0,2,29.712435566031736,6.745659259574511,0.03563933924650771,82.69279686791099,1.2304072481418407,0.9643606607534924,4,"P0086_orientationJ_ImageJ.txt, P0087_orientationJ_ImageJ.txt, P0084_orientationJ_ImageJ.txt, P0085_orientationJ_ImageJ.txt"
231_09,1,1366828.2738176307,2733666.5476352614,2733682.5124195158,1829.069581265544,1.3942501580176601e-273,274205.22279999999,0.084459624323641597,1870.1374816326193,0.99872353219292831,1.0,2,59.572826342155025,1.2888164235376782,0.4924998847731246,106.96152144115838,2.007108953440304,0.5075001152268753,4,"P0091_orientationJ_ImageJ.txt, P0090_orientationJ_ImageJ.txt, P0088_orientationJ_ImageJ.txt, P0089_orientationJ_ImageJ.txt"
234_09,1,1584435.0782079159,3168880.1564158318,3168896.1212000861,2065.9410792112717,0.0,313031.07149999979,0.08125644353243329,2086.5833081552787,0.95873855180711531,1.0,2,61.84372790251601,4.515226110080103,0.09979694231539858,108.18478843317212,0.8227580640658386,0.9002030576846014,4,"P0093_orientationJ_ImageJ.txt, P0094_orientationJ_ImageJ.txt, P0092_orientationJ_ImageJ.txt, P0095_orientationJ_ImageJ.txt"
237_09,1,1800063.8826965019,3600137.7653930038,3600153.7301772581,559.13850171186027,5.7157885416826233e-42,369864.8137,0.042524803235256807,637.42983026689512,0.99997900998384603,1.0,2,76.2358226283521,1.0342778190336945,0.6496604540892704,94.67976817038944,2.717605183475204,0.35033954591072963,4,"P0002_orientationJ_ImageJ.txt, P0001_orientationJ_ImageJ.txt, P0003_orientationJ_ImageJ.txt, P0004_orientationJ_ImageJ.txt"
240_09,1,1945766.1421219809,3891542.2842439618,3891558.2490282161,512.78895385390877,4.0488155881381261e-35,397407.49119999976,0.038409300238027716,590.59340558966085,0.99982662833616531,1.0,2,87.6315022540313,1.3165871924485535,0.8212502923653865,117.10193781784218,1.9008677196850432,0.17874970763461356,4,"P0005_orientationJ_ImageJ.txt, P0008_orientationJ_ImageJ.txt, P0007_orientationJ_ImageJ.txt, P0006_orientationJ_ImageJ.txt"
243_09,1,2367451.4260086934,4734912.8520173868,4734928.8168016411,565.01410071123382,7.4073583014843963e-43,520812.52530000021,0.041648666127025537,900.02950740036954,0.99873390872157808,1.0,2,97.48344525894919,4.673608084777844,0.6461586464663596,101.14205399107455,0.9354408105890472,0.3538413535336405,4,"P0010_orientationJ_ImageJ.txt, P0009_orientationJ_ImageJ.txt, P0012_orientationJ_ImageJ.txt, P0011_orientationJ_ImageJ.txt"
246_09,1,1202858.3066846286,2405726.6133692572,2405742.5781535115,357.82483809991095,8.366242484428488e-15,287540.56150000007,0.05058685918277555,694.36081780399229,0.99997963392799349,1.0,2,97.23310364435133,1.536310536436587,0.18326794425989237,94.92023698703665,5.773732440175404,0.8167320557401075,4,"P0015_orientationJ_ImageJ.txt, P0013_orientationJ_ImageJ.txt, P0016_orientationJ_ImageJ.txt, P0014_orientationJ_ImageJ.txt"
249_09,1,1664072.540211614,3328155.080423228,3328171.0452074823,377.88430413832657,3.8352042553459605e-17,323851.06249999983,0.034952680504537842,393.50398976104304,0.99999700870661001,1.0,2,14.176736317160628,0.28381328444234233,0.5171812507943843,99.84767844194752,1.507020804036336,0.4828187492056158,4,"P0018_orientationJ_ImageJ.txt, P0019_orientationJ_ImageJ.txt, P0020_orientationJ_ImageJ.txt, P0017_orientationJ_ImageJ.txt"
252_09,1,2325004.3141991892,4650018.6283983784,4650034.5931826327,408.81519356756849,6.024027651728815e-21,482006.21929999982,0.033619006736877677,545.25583080706235,0.99992737834849588,1.0,2,92.12649591051715,2.6472812492823357,0.543538606990621,101.7423293629815,0.7305399574037093,0.4564613930093791,4,"P0022_orientationJ_ImageJ.txt, P0024_orientationJ_ImageJ.txt, P0021_orientationJ_ImageJ.txt, P0023_orientationJ_ImageJ.txt"
255_09,1,2263944.1649966245,4527898.3299932489,4527914.2947775032,343.74525644142352,3.1381445122683441e-13,449214.51070000033,0.029688681814305375,386.86462738025494,0.99999882677946783,1.0,2,19.109445783793976,1.3644120935487851,0.04164746881423105,92.46795217581527,0.9270313414514154,0.9583525311857689,4,"P0028_orientationJ_ImageJ.txt, P0027_orientationJ_ImageJ.txt, P0025_orientationJ_ImageJ.txt, P0026_orientationJ_ImageJ.txt"
258_09,1,2859174.1652043131,5718358.3304086262,5718374.2951928806,444.43495420318487,1.3847901236365003e-25,592718.03580000007,0.032658276137098069,624.78007113867147,0.99989035814768834,1.0,2,50.324893939317874,0.12428064142417695,0.24033609143745704,96.67909791539668,2.362526118449318,0.759663908562543,4,"P0029_orientationJ_ImageJ.txt, P0032_orientationJ_ImageJ.txt, P0031_orientationJ_ImageJ.txt, P0030_orientationJ_ImageJ.txt"
261_09,1,4139716.7520661773,8279443.5041323546,8279459.468916609,300.01189200639647,9.4560764056937306e-09,802683.2011000003,0.020002639470883713,321.24076607384205,0.99999963002339987,1.0,2,100.39047745544342,0.6238330250351283,0.8550963138034738,7.662358054265318,1.1514459486696844,0.14490368619652613,4,"P0035_orientationJ_ImageJ.txt, P0034_orientationJ_ImageJ.txt, P0033_orientationJ_ImageJ.txt, P0036_orientationJ_ImageJ.txt"
264_09,1,2665748.2175372113,5331506.4350744225,5331522.3998586768,465.6498020701506,1.8373676925568118e-28,527827.87420000008,0.03128779083880482,514.15622987698782,0.99996448283325767,1.0,2,104.84766087320051,1.3720728011661163,0.5219626702224915,147.54103928403853,0.8944218258314648,0.47803732977750857,4,"P0037_orientationJ_ImageJ.txt, P0039_orientationJ_ImageJ.txt, P0040_orientationJ_ImageJ.txt, P0038_orientationJ_ImageJ.txt"
267_09,1,1743320.4976199914,3486650.9952399828,3486666.9600242372,378.84178042814818,2.9478473512202876e-17,346772.78600000002,0.034911637171819651,419.67698403001572,0.99999466541532001,1.0,2,90.29351459943857,1.47359091373585,0.6976238015181665,146.4979764392057,0.3833028780636281,0.30237619848183356,4,"P0041_orientationJ_ImageJ.txt, P0043_orientationJ_ImageJ.txt, P0042_orientationJ_ImageJ.txt, P0044_orientationJ_ImageJ.txt"
