directory,converged,nllf,aic,bic,chisquare,chisquare p-value,n_observations,effect size,chisquare(e),chisquare(e) p-value,chisquare(e) power,n_components,mu0,kappa0,prob0,mu1,kappa1,prob1,mu2,kappa2,prob2,number of files,filenames
177_09,1,1080481.1657719794,2160978.3315439587,2161003.8751987657,386.40309404502824,1.0564532399220901e-18,232540.12139999995,0.045145192749605101,495.83704050077131,0.99979989476525422,1.0,3,97.84626796443857,4.2191627809849015,0.32120425473981795,78.01002835869112,6.099232263393151,0.30604083095208934,97.88476675722116,0.9496251385363413,0.3727549143080927,4,"P0025_orientationJ_ImageJ.txt, P0176_orientationJ_ImageJ.txt, P0175_orientationJ_ImageJ.txt, P0026_orientationJ_ImageJ.txt"
180_09,1,1446174.6405917858,2892365.2811835716,2892390.8248383785,256.73663860874177,2.399731674285035e-05,321032.91080000025,0.037420734039809611,443.43563110203439,0.99999323882572178,1.0,3,94.65046398411577,3.813027554050763,0.5560071557913079,77.68534640504157,5.702158485435485,0.1565448019285296,86.37447829438771,1.2510552635027363,0.2874480422801626,4,"P0028_orientationJ_ImageJ.txt, P0027_orientationJ_ImageJ.txt, P0018_orientationJ_ImageJ.txt, P0017_orientationJ_ImageJ.txt"
183_09,1,1141012.9399373461,2282041.8798746923,2282067.4235294992,503.51652601364174,1.7288425625263326e-34,226218.98880000002,0.050121621605837489,556.21096685064003,0.99996911157800794,1.0,3,69.29221802382315,4.496922868684591,0.3554352957625457,119.51124936039479,2.474713887692652,0.4100600633656205,177.36072189561963,0.677277170005158,0.23450464087183384,4,"P0029_orientationJ_ImageJ.txt, P0019_orientationJ_ImageJ.txt, P0020_orientationJ_ImageJ.txt, P0030_orientationJ_ImageJ.txt"
186_09,1,1596863.7778882536,3193743.5557765071,3193769.099431314,265.80685694018581,4.5688327621540705e-06,352105.01409999985,0.03785037326091073,506.72441777589279,0.99995261523040979,1.0,3,92.92776187417202,2.158829170507547,0.5337742301741408,92.34439656622558,6.337303115903097,0.38602289822614894,4.722531056305481,0.4469869135425031,0.08020287159971028,4,"P0022_orientationJ_ImageJ.txt, P0024_orientationJ_ImageJ.txt, P0021_orientationJ_ImageJ.txt, P0023_orientationJ_ImageJ.txt"
189_09,1,2103435.2642097161,4206886.5284194322,4206912.0720742391,290.04278808540994,3.5063434855560492e-08,456764.24890000001,0.032635356732650063,495.87129630356031,0.99992756564623253,1.0,3,101.15995565784442,4.448498620912055,0.22150341614677563,75.0494412904053,3.1603124754990617,0.5503308773536845,85.00254871032539,1.1540646117725466,0.22816570649953988,4,"P0032_orientationJ_ImageJ.txt, P0034_orientationJ_ImageJ.txt, P0033_orientationJ_ImageJ.txt, P0031_orientationJ_ImageJ.txt"
192_09,1,1942337.8430144663,3884691.6860289327,3884717.2296837396,263.30509897940766,7.2878413657538135e-06,384617.83920000016,0.028353231381907845,310.05268706612316,0.99999974044864082,1.0,3,77.31636239848929,4.1471136331159375,0.0680707334392499,97.64631755355475,2.3703402682633605,0.4178737638159972,144.34331887457358,0.26416972656070353,0.5140555027447529,4,"P0035_orientationJ_ImageJ.txt, P0037_orientationJ_ImageJ.txt, P0038_orientationJ_ImageJ.txt, P0036_orientationJ_ImageJ.txt"
195_09,1,1479126.8806508458,2958269.7613016916,2958295.3049564986,326.9753748338178,7.3045074389641724e-12,304810.46040000016,0.036153583794954626,403.48636710457782,0.9999918599287938,1.0,3,87.78214945211545,3.0934030462577016,0.2875180271743834,117.52353332123772,32.20903472334164,0.009178967743073864,90.21309977694845,1.0113440818114154,0.7033030050825427,4,"P0041_orientationJ_ImageJ.txt, P0039_orientationJ_ImageJ.txt, P0042_orientationJ_ImageJ.txt, P0040_orientationJ_ImageJ.txt"
198_09,1,2335277.313402317,4670570.626804634,4670596.1704594409,311.46902645505207,2.9535152046504732e-10,487631.01830000023,0.030732725401080688,463.90786582039664,0.99997514094860351,1.0,3,114.29873066161856,6.7219516780083985,0.07664889776018295,90.70870385472448,3.655894488178062,0.4151684509244454,89.26603919197161,0.8385722757358945,0.5081826513153717,4,"P0043_orientationJ_ImageJ.txt, P0045_orientationJ_ImageJ.txt, P0046_orientationJ_ImageJ.txt, P0044_orientationJ_ImageJ.txt"
201_09,1,1718664.2236706403,3437344.4473412805,3437369.9909960874,274.47679656319247,8.5855652158517235e-07,351429.71530000004,0.031777880790840103,348.38687525450831,0.99999954399468138,1.0,3,63.32963714387663,6.841462391832016,0.04540859627806843,93.07988089207002,1.414549170969268,0.9206478356004851,2.850233731043312,2.099237297741783,0.0339435681214464,4,"P0047_orientationJ_ImageJ.txt, P0048_orientationJ_ImageJ.txt, P0049_orientationJ_ImageJ.txt, P0050_orientationJ_ImageJ.txt"
204_09,1,2318483.3104552738,4636982.6209105477,4637008.1645653546,421.86064456968137,3.307291808955439e-23,522274.80490000005,0.039560733732689486,817.65114135381339,0.99905572444734214,1.0,3,98.28654949354632,1.200405408680731,0.29283641365415675,95.39765635729084,4.593736452811833,0.7043216201788017,0.6968512049157959,13.156428195257512,0.002841966167041487,4,"P0054_orientationJ_ImageJ.txt, P0052_orientationJ_ImageJ.txt, P0053_orientationJ_ImageJ.txt, P0051_orientationJ_ImageJ.txt"
207_09,1,739548.96665175352,1479113.933303507,1479139.4769583142,269.10781910384628,2.4410433827531487e-06,158828.84330000001,0.046821086478011892,344.98041417244673,0.99999940213952188,1.0,3,86.02102280139802,5.441740785700124,0.24700528490861448,91.71869738869587,2.1046181578993677,0.6475156007578077,32.947030428992576,0.6023535423242122,0.10547911433357775,4,"P0056_orientationJ_ImageJ.txt, P0057_orientationJ_ImageJ.txt, P0058_orientationJ_ImageJ.txt, P0055_orientationJ_ImageJ.txt"
210_09,1,686351.78449896572,1372719.5689979314,1372745.1126527386,213.5959606135167,0.014958967417768818,145697.3995,0.043100933570208791,268.64168889365658,0.99999997631873461,0.99999999999999023,3,82.8654142140451,4.502547385900489,0.32578878423792706,111.13729948221034,2.3284178068924017,0.607645225321047,20.114925986597786,0.3370940290443564,0.06656599044102593,4,"P0061_orientationJ_ImageJ.txt, P0062_orientationJ_ImageJ.txt, P0059_orientationJ_ImageJ.txt, P0060_orientationJ_ImageJ.txt"
213_09,1,935102.26843730255,1870220.5368746051,1870246.0805294123,309.55877551346146,4.5961752912665523e-10,191805.69750000001,0.043627019187744642,357.8401577698869,0.99999942007812359,1.0,3,87.79343038070662,28.454294964271284,0.015917738037606977,83.50070036989675,1.9528885450244928,0.7590018536633364,133.3398652159912,0.6944970273983871,0.22508040829905673,4,"P0064_orientationJ_ImageJ.txt, P0065_orientationJ_ImageJ.txt, P0063_orientationJ_ImageJ.txt, P0066_orientationJ_ImageJ.txt"
