directory,converged,nllf,aic,bic,chisquare,chisquare p-value,n_observations,effect size,chisquare(e),chisquare(e) p-value,chisquare(e) power,n_components,mu0,kappa0,prob0,mu1,kappa1,prob1,mu2,kappa2,prob2,number of files,filenames
177_09,1,1080697.9095443792,2161407.8190887584,2161426.9768298636,832.17448068403257,1.7001601372012411e-87,232540.12139999995,0.061867212525292703,938.44468096613411,0.9839347900028077,1.0,3,76.8472445125445,5.892785682476863,0.2753117774080119,96.16032870544282,5.892785682476863,0.2753117774080119,98.65466432738397,1.1211568430983976,0.44937644518397624,4,"P0025_orientationJ_ImageJ.txt, P0176_orientationJ_ImageJ.txt, P0175_orientationJ_ImageJ.txt, P0026_orientationJ_ImageJ.txt"
180_09,1,1446180.2449986686,2892372.4899973371,2892391.6477384423,267.46053044571613,3.3425859930464372e-06,321032.91080000025,0.037891543621075351,455.01578532199466,0.99999115657454651,1.0,3,82.2956170555963,4.538436032594755,0.34405527254814017,98.76077275230591,4.538436032594755,0.34405527254814017,87.94144655186729,1.2893885960568847,0.3118894549037197,4,"P0028_orientationJ_ImageJ.txt, P0027_orientationJ_ImageJ.txt, P0018_orientationJ_ImageJ.txt, P0017_orientationJ_ImageJ.txt"
183_09,1,1141533.202494147,2283078.404988294,2283097.5627293992,1557.8779937416091,4.0594941045624911e-222,226218.98880000002,0.083634544362441762,1611.3161987460651,0.9688846442855088,1.0,3,70.01573727130898,3.162217751027733,0.41181457827614537,121.33420239425612,3.162217751027733,0.41181457827614537,176.26208562089346,1.3957953183925955,0.17637084344770929,4,"P0029_orientationJ_ImageJ.txt, P0019_orientationJ_ImageJ.txt, P0020_orientationJ_ImageJ.txt, P0030_orientationJ_ImageJ.txt"
186_09,1,1597000.7582243467,3194013.5164486933,3194032.6741897985,538.3248946365652,1.3139526658900293e-39,352105.01409999985,0.047222946077724093,775.16102113119155,0.99961739862948118,1.0,3,92.60355262268045,4.350693992167798,0.36711344450649686,92.60342543874266,4.350693992167798,0.36711344450649686,92.5553642926667,0.6237386533030388,0.26577311098700634,4,"P0022_orientationJ_ImageJ.txt, P0024_orientationJ_ImageJ.txt, P0021_orientationJ_ImageJ.txt, P0023_orientationJ_ImageJ.txt"
189_09,1,2103594.9773066645,4207201.9546133289,4207221.1123544341,610.76815469728558,9.9628854070017251e-51,456764.24890000001,0.04184636282105101,816.44241665689822,0.99772916468947936,1.0,3,95.04486883725995,3.275453600853697,0.4355938187628955,70.9383001647101,3.275453600853697,0.4355938187628955,84.10870864605086,0.7677219028401407,0.12881236247420902,4,"P0032_orientationJ_ImageJ.txt, P0034_orientationJ_ImageJ.txt, P0033_orientationJ_ImageJ.txt, P0031_orientationJ_ImageJ.txt"
192_09,1,1942341.6367472406,3884695.2734944811,3884714.4312355863,270.9080293186214,1.7255185892378736e-06,384617.83920000016,0.028706843026747465,317.6994908046392,0.99999965069914298,1.0,3,84.53231446790713,2.9295839988658643,0.23292823111049035,103.68532619881945,2.9295839988658643,0.23292823111049035,141.48248996364472,0.2734005357115301,0.5341435377790194,4,"P0035_orientationJ_ImageJ.txt, P0037_orientationJ_ImageJ.txt, P0038_orientationJ_ImageJ.txt, P0036_orientationJ_ImageJ.txt"
195_09,1,1479168.8991433072,2958349.7982866145,2958368.9560277197,411.72955601118292,6.8290776537856367e-22,304810.46040000016,0.039831659103347454,485.44461299216437,0.99996793464650557,1.0,3,95.16252862594307,3.58733026487455,0.1320558903508489,81.36886897260155,3.58733026487455,0.1320558903508489,90.40070236155437,1.0431348264626261,0.7358882192983022,4,"P0041_orientationJ_ImageJ.txt, P0039_orientationJ_ImageJ.txt, P0042_orientationJ_ImageJ.txt, P0040_orientationJ_ImageJ.txt"
198_09,1,2335385.6864422737,4670783.3728845473,4670802.5306256525,527.87084953991666,4.7083667420061545e-38,487631.01830000023,0.03725079057213064,679.116321916213,0.99962317374352117,1.0,3,102.7590237844231,3.4096651448228763,0.28542211018502645,85.49865285102813,3.4096651448228763,0.28542211018502645,88.32807633228842,0.7148220953880794,0.42915577962994705,4,"P0043_orientationJ_ImageJ.txt, P0045_orientationJ_ImageJ.txt, P0046_orientationJ_ImageJ.txt, P0044_orientationJ_ImageJ.txt"
201_09,1,1718700.4126961641,3437412.8253923282,3437431.9831334334,347.67167695054849,3.9454324841331865e-14,351429.71530000004,0.034677658983638816,422.1971130860656,0.99999268467229452,1.0,3,77.54090286271997,1.9245022174976005,0.46253756348276637,104.25348424970626,1.9245022174976005,0.46253756348276637,177.8426254787335,1.236282435322098,0.07492487303446724,4,"P0047_orientationJ_ImageJ.txt, P0048_orientationJ_ImageJ.txt, P0049_orientationJ_ImageJ.txt, P0050_orientationJ_ImageJ.txt"
204_09,1,2318558.4051828124,4637128.8103656247,4637147.9681067299,574.53765520956404,4.2861247272741154e-45,522274.80490000005,0.043095386072511635,966.66920657967728,0.99820862532743626,1.0,3,95.44299118381527,4.3750341680101945,0.3772919017167359,95.42884618118812,4.3750341680101945,0.3772919017167359,99.29514466618053,0.9851226644980879,0.24541619656652824,4,"P0054_orientationJ_ImageJ.txt, P0052_orientationJ_ImageJ.txt, P0053_orientationJ_ImageJ.txt, P0051_orientationJ_ImageJ.txt"
