directory,converged,nllf,aic,bic,chisquare,chisquare p-value,n_observations,effect size,chisquare(e),chisquare(e) p-value,chisquare(e) power,n_components,mu0,kappa0,prob0,mu1,kappa1,prob1,mu2,kappa2,prob2,mu3,kappa3,prob3,number of files,filenames
324_09,1,2486403.3273968329,4972828.6547936657,4972863.7773190252,202.11014527802604,0.037227175533482357,496733.57899999991,0.022998862913387264,264.58806120531159,0.99999996707122663,0.99999999999995415,4,113.0689915380259,1.0274365376651866,0.9110289054383547,134.62545622221575,1.419130944045939,0.05952545102438159,9.42105248341155,3.96247489089015,0.02652773276091346,66.4594904000977,0.3297511635226761,0.002917910776350142,4,"P0120_orientationJ_ImageJ.txt, P0118_orientationJ_ImageJ.txt, P0119_orientationJ_ImageJ.txt, P0117_orientationJ_ImageJ.txt"
327_09,1,2432299.4344726508,4864620.8689453015,4864655.991470661,176.52244023017622,0.31081946063449639,514758.54859999992,0.026495586932548391,359.52878159745239,0.99999885945803579,1.0,4,86.03149932762287,1.1028472680921264,0.5280657164445378,85.50202305682718,4.460733002808594,0.3163169479558089,104.30668092593218,5.3334749753735515,0.12798452470828736,56.73176744182619,6.264489446797496,0.027632810891366006,4,"P0122_orientationJ_ImageJ.txt, P0121_orientationJ_ImageJ.txt, P0123_orientationJ_ImageJ.txt, P0124_orientationJ_ImageJ.txt"
330_09,1,2623586.4372151396,5247194.8744302792,5247229.9969556388,166.34370050447299,0.52163091803684747,557266.2834999999,0.02605312903227976,375.47922160637933,0.99999832138552336,1.0,4,101.1490157037714,3.24275974101717,0.47110284708596606,110.1224210267052,1.667481872191197,0.3474241602893515,73.48647777102222,0.7451061274109527,0.1529232452004031,79.54400263960206,8.436960854130342,0.028549747424279192,4,"P0128_orientationJ_ImageJ.txt, P0127_orientationJ_ImageJ.txt, P0129_orientationJ_ImageJ.txt, P0126_orientationJ_ImageJ.txt"
333_09,1,2139702.5100030205,4279427.020006041,4279462.1425314005,273.8945442024712,4.5259667569075979e-07,483401.71799999982,0.035379709812532543,596.78653727450694,0.99992699186050449,1.0,4,84.93831982764243,2.0662686524071674,0.5451774512060688,84.88804155772414,9.919999283114677,0.18984853195978021,101.05704447518603,9.95432526331674,0.183253350933052,68.64361373537734,13.997323372853769,0.08172066590109918,4,"P0130_orientationJ_ImageJ.txt, P0133_orientationJ_ImageJ.txt, P0132_orientationJ_ImageJ.txt, P0131_orientationJ_ImageJ.txt"
336_09,1,2522649.9485373418,5045321.8970746836,5045357.0196000431,331.01038385991421,9.6509048696010325e-13,562283.98410000035,0.035478456217752183,705.15431287766103,0.99965822555615769,1.0,4,94.95764824208518,5.539896478558364,0.4030631385526154,91.21352575918885,1.1823873347826612,0.33140328507038447,76.59802481945921,6.213686817899186,0.20062449542409982,82.46160278287047,21.618391792300066,0.06490908095290042,4,"P0135_orientationJ_ImageJ.txt, P0134_orientationJ_ImageJ.txt, P0137_orientationJ_ImageJ.txt, P0136_orientationJ_ImageJ.txt"
339_09,1,1683914.1320405023,3367850.2640810045,3367885.3866063645,259.69648873174611,7.1591134509536101e-06,332598.45929999993,0.029663844222035145,291.64772087161822,0.99999991058764715,0.99999999999999989,4,98.29697172230105,1.5345467492408165,0.6519232691103981,134.66685949839592,1.1507932297631764,0.19740613090993184,10.236169605998732,1.8921242621222145,0.1052472542357278,48.9196740145819,4.686699616815512,0.045423345743942356,4,"P0139_orientationJ_ImageJ.txt, P0141_orientationJ_ImageJ.txt, P0138_orientationJ_ImageJ.txt, P0140_orientationJ_ImageJ.txt"
342_09,1,2441589.5464233775,4883201.0928467549,4883236.2153721144,228.1808187642084,0.0013842195944100799,490941.95209999994,0.024989870390365383,306.24914511968012,0.99999981056440213,1.0,4,83.76958402886105,1.8484160380460801,0.5712770450846221,58.82587409693415,0.3655137447749291,0.20342550892865408,127.06462626828784,1.4796894301703984,0.19519461520198159,85.8682296433475,9.209244460816912,0.03010283078474224,4,"P0143_orientationJ_ImageJ.txt, P0142_orientationJ_ImageJ.txt, P0144_orientationJ_ImageJ.txt, P0145_orientationJ_ImageJ.txt"
345_09,1,1158549.3523448927,2317120.7046897854,2317155.8272151453,291.34037163598896,1.14212523227322e-08,246371.00710000002,0.039176001443132005,384.36678837688169,0.99999432323293014,1.0,4,99.15896293548259,1.3963576618382827,0.6519893148384404,99.86957289484852,3.7041337167243777,0.21893820078309975,86.92338958777977,10.449753102264566,0.0787548964377867,68.98366619614201,15.699694870656664,0.050317587940673245,4,"P0147_orientationJ_ImageJ.txt, P0149_orientationJ_ImageJ.txt, P0148_orientationJ_ImageJ.txt, P0146_orientationJ_ImageJ.txt"
348_09,1,1241586.8382802589,2483195.6765605179,2483230.7990858778,252.80290916316912,2.5196356028459786e-05,262880.84029999987,0.036918919476441693,359.03335704823752,0.99999849751378167,1.0,4,92.01167053273278,1.5674503058610467,0.6224089306598108,94.83719812080078,5.972636678161667,0.2352703821667258,75.90969438285072,6.844107688035742,0.08201682660764914,11.543217822229483,0.9937424489581403,0.06030386056581429,4,"P0152_orientationJ_ImageJ.txt, P0150_orientationJ_ImageJ.txt, P0151_orientationJ_ImageJ.txt, P0153_orientationJ_ImageJ.txt"
351_09,1,2754675.0233040489,5509372.0466080979,5509407.1691334574,329.71877472155523,1.3358155821304563e-12,576060.0612,0.029744572253257117,511.38631677649289,0.99995132711789991,1.0,4,81.32987088245902,3.132125437441189,0.5113010568022442,64.30319780402449,1.1341555011972,0.44417766398774294,119.8287424478622,5.055371956637492,0.030765449548598625,167.92450306296533,2.68392818664701,0.013755829661414318,4,"P0156_orientationJ_ImageJ.txt, P0154_orientationJ_ImageJ.txt, P0157_orientationJ_ImageJ.txt, P0155_orientationJ_ImageJ.txt"
354_09,1,2430482.0221456718,4860986.0442913435,4861021.166816703,220.80667562071156,0.003906216840566109,478250.80370000005,0.023221868217855806,258.65655381976438,0.99999998002768353,0.99999999999988332,4,97.98327119183374,1.2302547848884782,0.5994340297088272,119.10989016960485,0.8742626458165152,0.23545504000757583,167.38173970030795,1.6875595749817296,0.1167197655352315,37.69544071698856,1.5222873381359538,0.04839116474836554,4,"P0159_orientationJ_ImageJ.txt, P0160_orientationJ_ImageJ.txt, P0158_orientationJ_ImageJ.txt, P0161_orientationJ_ImageJ.txt"
357_09,1,1151721.3836861074,2303464.7673722147,2303499.8898975747,197.78466266766711,0.057791904391273886,232808.35269999993,0.031680888466664781,237.32265805525552,0.99999999199919798,0.99999999998915168,4,86.09399831021813,2.087130963691724,0.42428408771336473,110.43784452946583,2.0471746337148913,0.2995943188603955,56.63651053818326,0.9538567565684979,0.24862182918013107,170.30895687008444,3.9583600337775184,0.027499764246108827,4,"P0164_orientationJ_ImageJ.txt, P0165_orientationJ_ImageJ.txt, P0163_orientationJ_ImageJ.txt, P0162_orientationJ_ImageJ.txt"
360_09,1,1438429.466628768,2876880.933257536,2876916.055782896,153.74537241352851,0.77761448722791238,303401.89479999989,0.029204592035494317,260.37020017946469,0.99999997502397475,0.9999999999999013,4,96.63432982909838,4.378404564124411,0.3662699660362363,74.96301218038623,3.6894414178638577,0.3306459997904185,91.47433235465937,0.4736940968344245,0.27921050493165844,125.1869469278011,10.002833532101581,0.023873529241686786,4,"P0168_orientationJ_ImageJ.txt, P0170_orientationJ_ImageJ.txt, P0166_orientationJ_ImageJ.txt, P0167_orientationJ_ImageJ.txt"
363_09,1,2708840.5461029736,5417703.0922059473,5417738.2147313068,198.56353156421434,0.05351802289700644,542089.2137000002,0.022586371689074698,276.71294239696607,0.9999999499689467,0.99999999999999689,4,95.313974411632,1.8970758459697785,0.5362368173635386,120.58193835412365,1.0664800293085854,0.2762524320569548,27.872682062810348,0.2928671417624718,0.17437288388520877,1.6209740408339812,4.354138882925488,0.01313786669429782,4,"P0173_orientationJ_ImageJ.txt, P0174_orientationJ_ImageJ.txt, P0171_orientationJ_ImageJ.txt, P0172_orientationJ_ImageJ.txt"
366_09,1,1199304.2875921046,2398630.5751842093,2398665.6977095692,141.74148191425911,0.93028555602793794,248706.83449999991,0.029530072081981929,217.38637317996032,0.99999999892730163,0.99999999978236298,4,82.90927619153811,2.1345753833568497,0.6266991932467111,93.80077976456556,3.7270664031185836,0.1948411095142059,147.40088012070203,1.0143321426359906,0.10324407499523483,33.387313620772666,1.5108738339775634,0.07521562224384805,4,"P0178_orientationJ_ImageJ.txt, P0176_orientationJ_ImageJ.txt, P0177_orientationJ_ImageJ.txt, P0175_orientationJ_ImageJ.txt"
369_09,1,3126473.7927764053,6252969.5855528107,6253004.7080781702,203.26921465490184,0.032910432553150765,621912.89439999999,0.021107164404301781,275.31584218923695,0.99999996454804341,0.99999999999999722,4,84.12237787556869,1.357070323563605,0.7249067841257243,66.5096748281898,0.091742556308011,0.2353378185358102,28.93273649398926,5.395619114024001,0.026979717151463807,177.72224973090988,5.109936759207783,0.012775680187001752,4,"P0180_orientationJ_ImageJ.txt, P0181_orientationJ_ImageJ.txt, P0182_orientationJ_ImageJ.txt, P0179_orientationJ_ImageJ.txt"
372_09,1,2871348.7244639932,5742719.4489279864,5742754.5714533459,249.84941858121564,4.2454231808409013e-05,602140.99919999973,0.026944485879987431,434.80824708137067,0.99999194951137893,1.0,4,101.12766524554225,2.16903634110642,0.8044698639727311,124.37324317263943,0.7495573099481289,0.12730838494658675,50.84370016606301,1.3548459843019953,0.049475076187098045,66.04454883869474,11.489554624193987,0.01874667489358408,4,"P0186_orientationJ_ImageJ.txt, P0184_orientationJ_ImageJ.txt, P0183_orientationJ_ImageJ.txt, P0185_orientationJ_ImageJ.txt"
375_09,1,2167010.216642166,4334042.433284332,4334077.5558096915,398.2266740498473,9.7057278849591444e-21,463611.35120000027,0.035870535490113833,596.27533009300907,0.9998674248522279,1.0,4,96.70145129117503,3.736739769923493,0.6088503979538299,119.08077878251336,0.7353828452307299,0.24254198626959145,78.67600773196156,9.20361001681705,0.0938682932509054,59.37517131662693,5.632767332903693,0.05473932252567339,4,"P0187_orientationJ_ImageJ.txt, P0190_orientationJ_ImageJ.txt, P0188_orientationJ_ImageJ.txt, P0189_orientationJ_ImageJ.txt"
378_09,1,2686181.6031865403,5372385.2063730806,5372420.3288984401,330.77052668654835,1.0252403604461029e-12,552360.93429999996,0.028889306182333603,462.84519473294341,0.99997871460047927,1.0,4,107.79126023029498,1.4699491089824395,0.5935918238801525,82.89712591852367,3.3859556517330707,0.27335958188218135,23.37010553463331,0.5996178645964018,0.0780370313454323,117.42110758094358,7.637167065364165,0.05501156289223388,4,"P0195_orientationJ_ImageJ.txt, P0194_orientationJ_ImageJ.txt, P0191_orientationJ_ImageJ.txt, P0193_orientationJ_ImageJ.txt"
381_09,1,2027148.7084425928,4054319.4168851855,4054354.5394105455,238.92597878544564,0.00026585536648357733,419629.4797999998,0.028973591008410293,353.35582603584083,0.99999869285712428,1.0,4,93.93467934894464,2.298725189056885,0.6191589060185042,83.86796246066636,0.7154647076021112,0.36829255768531727,144.38973902236177,11.522662177973997,0.0074838356837013615,176.36555481922815,8.035692052908916,0.00506470061247711,4,"P0197_orientationJ_ImageJ.txt, P0199_orientationJ_ImageJ.txt, P0198_orientationJ_ImageJ.txt, P0196_orientationJ_ImageJ.txt"
384_09,1,1779790.8710749638,3559603.7421499277,3559638.8646752876,223.69083476074786,0.0026282795218923079,353023.43349999998,0.027329462785700965,264.02781152322387,0.99999997427920906,0.9999999999999617,4,90.81749011664178,1.32970534409979,0.6740562608798287,5.109628178636368,0.1975766752454276,0.28137564121610736,86.2518823956268,9.694860163022634,0.03181996805362347,51.03098250930034,15.143918547909026,0.01274812985044049,4,"P0203_orientationJ_ImageJ.txt, P0201_orientationJ_ImageJ.txt, P0200_orientationJ_ImageJ.txt, P0202_orientationJ_ImageJ.txt"
387_09,1,3563008.9602635447,7126039.9205270894,7126075.0430524489,216.61623109591358,0.0067931186614390788,728410.1222999997,0.022351285199678762,362.87765910645339,0.9999986087964321,1.0,4,94.62669695769046,1.8695208831697538,0.6104100441894558,64.5498955457887,2.1551876985594847,0.2467625594384224,123.40902897291082,1.1193000046778183,0.12239749427417673,8.757740295461684,3.0342699795924744,0.020429902097945162,4,"P0204_orientationJ_ImageJ.txt, P0205_orientationJ_ImageJ.txt, P0206_orientationJ_ImageJ.txt, P0207_orientationJ_ImageJ.txt"
390_09,1,1304260.7801655054,2608543.5603310107,2608578.6828563707,381.50975832337292,1.2151333646918206e-18,266945.71140000003,0.04115433338404751,451.51830470858465,0.99998642004810523,1.0,4,103.80688639557984,2.4210847929377404,0.6747759542590221,89.91827043372936,0.1899847030992187,0.25043999599963007,149.95716677156838,2.08490422678493,0.06111111678241729,172.34109413064522,12.20001251282828,0.013672932958930458,4,"P0209_orientationJ_ImageJ.txt, P0210_orientationJ_ImageJ.txt, P0211_orientationJ_ImageJ.txt, P0208_orientationJ_ImageJ.txt"
393_09,1,1262125.487356365,2524272.9747127299,2524308.0972380899,263.90137469494232,3.2343799759021526e-06,273037.08309999999,0.037620560655469676,383.28426487219855,0.99999797750786756,1.0,4,88.65883577409642,2.032520999407076,0.9275447960009119,90.64939741832795,18.225331121020602,0.03410081465870674,113.17162838418375,10.864821759913344,0.029475809464556083,1.24499206514648,3.811324607712092,0.008878579875825339,4,"P0214_orientationJ_ImageJ.txt, P0215_orientationJ_ImageJ.txt, P0216_orientationJ_ImageJ.txt, P0217_orientationJ_ImageJ.txt"
396_09,1,2054312.0108774099,4108646.0217548199,4108681.1442801799,262.31670195215167,4.3737741431302816e-06,433302.07910000003,0.031221516293527457,416.50527314179271,0.99999631863948024,1.0,4,93.80421494985684,3.3656150770231,0.4789055391718389,87.33526272852443,1.1422801498132527,0.44260894872344686,148.27129783709566,0.6571660185900358,0.052895136622761324,72.2725182512014,11.360946343665425,0.025590375481952914,4,"P0221_orientationJ_ImageJ.txt, P0220_orientationJ_ImageJ.txt, P0219_orientationJ_ImageJ.txt, P0218_orientationJ_ImageJ.txt"
399_09,1,1801685.8685371338,3603393.7370742676,3603428.8595996276,225.56189903678828,0.0020191869964893121,354086.24180000019,0.026932932851479296,256.10499549782298,0.99999998628349707,0.99999999999985734,4,85.45507710919804,0.6056504733416732,0.48931110356148005,93.98831728490008,1.729291187908432,0.37677033695610523,165.73890330218865,1.611069472950493,0.11945757589775413,19.304615605489307,11.29996489098602,0.014460983584660615,4,"P0224_orientationJ_ImageJ.txt, P0223_orientationJ_ImageJ.txt, P0222_orientationJ_ImageJ.txt, P0225_orientationJ_ImageJ.txt"
402_09,1,1478445.5481977344,2956913.0963954688,2956948.2189208288,258.18399652270756,9.4805312626242085e-06,299850.66819999996,0.032187765516428532,311.89812886346965,0.99999970595527432,1.0,4,82.52004781212247,1.2352510392491491,0.8222483235361141,109.66025831371486,5.620670377859354,0.10862088870943036,133.99205358593068,0.8571127825312569,0.06762822366875786,154.6362228912896,0.6252971387255299,0.0015025640856977083,4,"P0227_orientationJ_ImageJ.txt, P0228_orientationJ_ImageJ.txt, P0226_orientationJ_ImageJ.txt, P0229_orientationJ_ImageJ.txt"
405_09,1,1813096.1524314263,3626214.3048628527,3626249.4273882126,301.82944175170758,1.0880678213294453e-09,377808.53099999996,0.033704205510756188,415.06844015174988,0.99999849320833401,1.0,4,87.49143593133944,1.6987430434614352,0.9148454315444887,0.417787885501844,1.4588717397225794,0.04985452279094877,80.24213577941566,14.501216120071017,0.03528361252232311,36.73279041408359,5.084952834451275,1.643314223941035e-05,4,"P0233_orientationJ_ImageJ.txt, P0230_orientationJ_ImageJ.txt, P0232_orientationJ_ImageJ.txt, P0231_orientationJ_ImageJ.txt"
408_09,1,1174108.8002113213,2348239.6004226427,2348274.7229480026,201.619131449208,0.039195724700256632,255637.60590000002,0.035514406605907947,324.61670625304748,0.99999945395982992,1.0,4,91.73259215153348,2.1911905124223954,0.9118011592678666,80.55549981752455,13.536401969278634,0.04828934283006615,44.74483497538973,0.15784560944978498,0.03360457778417942,82.13597450122002,3.3426731209790166,0.006304920117887815,4,"P0237_orientationJ_ImageJ.txt, P0235_orientationJ_ImageJ.txt, P0236_orientationJ_ImageJ.txt, P0234_orientationJ_ImageJ.txt"
411_09,1,2499955.2205201029,4999932.4410402058,4999967.5635655653,161.87476365599753,0.61860426803202373,503284.92350000015,0.021707091164776069,237.05498622143128,0.9999999956442277,0.99999999999426192,4,107.91149818754967,0.8638287379901486,0.7080895106789181,82.24989592968147,2.2188835034568952,0.19809636514305468,119.10319138338207,6.420155686052962,0.07286276734832638,95.7759220895518,6.955684112711373,0.02095135682970071,4,"P0239_orientationJ_ImageJ.txt, P0238_orientationJ_ImageJ.txt, P0241_orientationJ_ImageJ.txt, P0240_orientationJ_ImageJ.txt"
414_09,1,1449386.6272312801,2898795.2544625602,2898830.3769879201,243.36026133718332,0.00012859736340764208,293475.78199999995,0.031660200292437629,296.0728421825566,0.9999998379070697,0.99999999999999989,4,71.61549123609583,1.3442446724366464,0.7083812412664396,99.8254510719894,6.588114888618004,0.12781305185471398,119.07772530214226,6.095961716074422,0.11009867260652854,143.9269652611573,0.9097221087230364,0.05370703427231787,4,"P0242_orientationJ_ImageJ.txt, P0243_orientationJ_ImageJ.txt, P0244_orientationJ_ImageJ.txt, P0245_orientationJ_ImageJ.txt"
417_09,1,1294186.0928648333,2588394.1857296666,2588429.3082550266,232.22558796864462,0.00075790146760261554,265908.59289999987,0.033385608472015778,294.47904191288984,0.99999990920755522,0.99999999999999989,4,73.26352257401969,1.0022286602180692,0.42167835768131545,96.55811371724695,2.7379616190968163,0.39010169045063986,78.03493536192715,6.62066281534758,0.11041554985671642,137.79759293136675,2.100532420941648,0.07780440201132832,4,"P0249_orientationJ_ImageJ.txt, P0247_orientationJ_ImageJ.txt, P0248_orientationJ_ImageJ.txt, P0246_orientationJ_ImageJ.txt"
423_09,1,1134008.9171717309,2268039.8343434618,2268074.9568688218,365.77760281644146,9.9317071314732436e-17,230464.14810000014,0.043124480020455228,417.4808604864557,0.99999780330633081,1.0,4,85.5872245626342,1.547033731111664,0.8815754719636804,167.01932935369314,2.4205097479745192,0.08959477936980645,72.46001742425196,28.203551299380894,0.018355115258419,121.34523609211021,18.334856937148185,0.010474633408094224,4,"P0252_orientationJ_ImageJ.txt, P0251_orientationJ_ImageJ.txt, P0253_orientationJ_ImageJ.txt, P0250_orientationJ_ImageJ.txt"
